TITLE,CONTACT_1,CONTACT_2,WEB_LINK,DATA_SOURCE
"The Australian Zooplankton Database (Project ID 591): PhD; Zooplankton community dynamics: Biomass, abundance, and feeding in subtropical Moreton Bay (including 2011 flood sampling)",Claire Davies,Anthony Richardson,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
The Australian Zooplankton Database (Project ID 595): Prawn larvae from Gulf of Carpentaria,Claire Davies,Sarah Pausina,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
The Australian Zooplankton Database (Project ID 597): The IMOS Australian Continuous Plankton Recorder Survey,Claire Davies,Peter Rothlisberg,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
"The Australian Zooplankton Database (Project ID 599): The IMOS National Reference Stations, part of the Australian National Mooring Network",Claire Davies,Anthony Richardson,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
The Australian Zooplankton Database (Project ID 611): 1742 planktonic samples obtained from research vessel Warreen along the continental shelf and slope of southeast Australia from 1938-42,Claire Davies,Anthony Richardson,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
"The Australian Zooplankton Database (Project ID 618): Onshore planktological investigations in Eastern Australia, 1945-1954",Claire Davies,Mark Baird,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
"The Australian Zooplankton Database (Project ID 7): Understanding water column and pelagic ecosystem processes affecting South Scott lagoon, Western Australia - 100 micron",Claire Davies,Anthony Richardson,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
The Australian Zooplankton Database (Project ID 9): Planning tools for environmentally sustainable tropical finfish cage culture in Indonesia and northern Australia,Claire Davies,Anthony Richardson,http://esapubs.org/archive/ecol/E095/278/,ESA - Ecological Publications (Ecology)
Monitoring butterfly numbers,GPDD,NA,http://www3.imperial.ac.uk/cpb/databases/gpdd,The Global Population Dynamics Database; v2 updates from InsectChange
Monitoring butterfly numbersThe development of dragonfly communities and the consequences of territorial behaviour A 27-year study on small ponds at Woodwalton Fen. Cambridgeshire. United Kingdom,Great Fen,Global Population Dynamics Database,http://www3.imperial.ac.uk/cpb/databases/gpdd,The Global Population Dynamics Database; v2 updates from InsectChange
Konza Prarie grasshoppers -  CGR022,Ellen Welti,Anthony Joern,http://lter.konza.ksu.edu/content/cgr022,NA
"Forest Inventory of a Northern Hardwood Forest: Watershed 6, Hubbard Brook Experimental Forest (Trees &gt;=10cm dbh, 1977-2017)","Information Manager, Hubbard Brook LTER",NA,https://hubbardbrook.org/data-catalog/,Hubbard Brook Ecosystem Study & EDI Data Portal
North Temperate Lakes LTER Fish Abundance - Crayfish traps,Emily Stanley,Corinna Gries,https://ntl.limnology.wisc.edu/dataset/north-temperate-lakes-lter-fish-abundance-1981-current,NA
"Consumer Stocks: Fish, Vegetation, and other Non-physical Data from Everglades National Park (FCE LTER), South Florida, USA from February 2000 to April 2005",Joel Trexler,Florida Coastal Everglades LTER Program,http://fcelter.fiu.edu/data/core/metadata/?datasetid=LT_CD_Trexler_001,Florida Coastal Everglades LTER Program
Pelagic Fish Observations 1968-1999,Dick Williams,NA,http://gcmd.nasa.gov/KeywordSearch/Metadata.do?Portal=GCMD&MetadataView=Full&EntryId=AADC-00038,Australian Antarctic Data Centre
Zooplankton survey of Oneida Lake New York 1964 to present,Lars Rudstam,Kristen Holeck,https://knb.ecoinformatics.org/view/kgordon.17.99,NA
Resource specialists lead local insect community turnover associated with temperature - analysis of an 18-year full-seasonal record of moths and beetles,Peter Jorgensen,Philip Thomsen,https://datadryad.org/stash/dataset/doi:10.5061/dryad.s4945,Roel van Klink
North Temperate Lakes LTER Zooplankton - Trout Lake Area 1982 - current,NTL LTER Information Manager,NTL LTER Lead PI,https://lter.limnology.wisc.edu/dataset/north-temperate-lakes-lter-zooplankton-trout-lake-area-1982-current,North Temperate Lakes Long Term Ecological Research
North Temperate Lakes LTER: Phytoplankton - Madison Lakes Area 1995 - current,John J. Magnuson,NTL LTER,https://doi.org/10.6073/pasta/bd03330e83fc52a5442bb39e131c95e9,NA
MCR LTERCoral Reef Long-term Population and Community Dynamics Other Benthic Invertebrates. ongoing since 2005,Information Manager,Robert Carpenter (owner),http://mcr.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-mcr.7,Moorea Coral Reef LTER
"Above ground plant biomass in a mesic acidic tussock tundra experimental site from 1982 to 2015 Arctic LTER, Toolik Lake, Alaska",Gaius Shaver,Arctic LTER Data Manager,http://doi.org/10.6073/pasta/c3ef07e6ed81c1fc33e9bc20aff07093,NA
"Small Mammal Exclosure Study (SMES) Vegetation Data from the Chihuahuan Desert Grassland and Shrubland at the Sevilleta National Wildlife Refuge, New Mexico (1995-2009)",David Lightfoot,NA,http://sev.lternet.edu/content/small-mammal-exclosure-study-smes-0,Sevilleta LTER
The Australian Phytoplankton Database (1844 - ongoing): IMOS Australian Continuous Plankton Recorder Survey,Claire Davies,Anthony Richardson,https://catalogue-imos.aodn.org.au/geonetwork/srv/eng/catalog.search#/metadata/75f4f1fc-bee3-4498-ab71-aa1ab29ab2c0,NA
Scleractinian corals from Orpheus and Magnetic Islands 2013 to 2020,Chao-Yang Kuo,Andrew Baird,http://,sent by authors
"ITEX Qikiqtaruk–Herschel Island, Herschel and Komakuk vegetation plotsk",Isla Myers-Smith,NA,https://doi.org/10.5281/zenodo.2397996,NA
Drivers of Bird Species Richness within Moist High-Altitude Grasslands in Eastern South Africa,David Maphisa,NA,https://datadryad.org/resource/doi:10.5061/dryad.m9p07,Dryad data repository
"Spatial and temporal ichthyofauna community of a tropical mangrove Bay (Gazi Bay, Kenya) sampled between 1994 and 1996",Data Vliz,NA,https://doi.org/10.14284/152,Flanders Marine Institute
"Seasonal variation of the zooplankton community at Gazi, Lamu and Malindi (Kenya) sampled between 1990 and 1992",Data Vliz,NA,https://doi.org/10.14284/153,Flanders Marine Institute
Fluctuations in abundance of large herbivore populations: insights into the influence of dry season rainfall and elephant numbers from long-term data,Pam Birch,NA,https://zslpublications.onlinelibrary.wiley.com/doi/10.1111/j.1469-1795.2008.00194.x,NA
CWS-EC Eastern Canada Seabirds at Sea (ECSAS),Carina Gjerdrum,David Fifield,https://obis.org/dataset/51391fb1-ae4d-44d8-9178-a06f95545604,OBIS
"CSIRO, fish surveys by the Courageous, 1978-1979",Dave Watts,NA,https://www.marine.csiro.au/ipt/resource?r=csiro_fish_survey_1978_1979,NA
"CSIRO, Catch records from eddy studies off the New South Wales coast, Australia 1979-1989",Dave Watts,NA,https://www.marine.csiro.au/ipt/resource?r=csiro_eac_eddy_1978_1984&v=1.8,NA
"CSIRO, fish surveys by the Soela, 1980s",Dave Watts,NA,https://www.marine.csiro.au/ipt/resource?r=csiro_fish_survey_1980,NA
Long Term Mammal Data from Powdermill Biological Station 1979-1999,Joseph F Merritt,NA,https://doi.org/10.6073/pasta/086fda03bd91ce9c2331e3a6fdd9bcd1,EDI Data Portal
"Zooplankton collected with a 2-m, 700-um net towed from surface to 120 m, aboard Palmer Station Antarctica LTER annual cruises off the western Antarctic peninsula, 2009 - 2020",Palmer Station Antarctica LTER,Debbie Steinberg,https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-pal&amp;identifier=199&amp;revision=9,Environmental Data Initiative Data Portal
Beetles from the Bavarian Forest,Simon Thorn,Jorg Muller,None,Data contributed by authors
Birds from the Bavarian Forest,Simon Thorn,Jorg Muller,None,Data contributed by authors
Fungi from the Bavarian Forest unlogged,Simon Thorn,Jorg Muller,None,Data contributed by authors
Lichens (obj) from the Bavarian Forest unlogged,Simon Thorn,Jorg Muller,None,Data contributed by authors
Lichens (soil) from the Bavarian Forest unlogged,Simon Thorn,Jorg Muller,None,Data contributed by authors
Mosses (obj) from the Bavarian Forest,Simon Thorn,Jorg Muller,None,Data contributed by authors
Mosses (soil) from the Bavarian Forest,Simon Thorn,Jorg Muller,None,Data contributed by authors
Plants from the Bavarian Forest,Simon Thorn,Jorg Muller,None,Data contributed by authors
"Demersal fish hauls from Guanabara Bay Brazil 2005-2015, second period",Gabriel Barros GonÃ§alves de Souza,Marcelo Vianna,None,Contributed directly by authors
NEFSC Benthic Database (OBIS-USA) - Otter Trawl,Steven Fromm,NA,https://obis.org/dataset/e7c86904-aac7-4a17-a895-99a54c430d80,OBIS
NEFSC Benthic Database (OBIS-USA) - Smith McIntyre grabs,Steven Fromm,NA,https://obis.org/dataset/e7c86904-aac7-4a17-a895-99a54c430d80,OBIS
NEFSC Benthic Database (OBIS-USA) - Scallop Dredge,Steven Fromm,NA,https://obis.org/dataset/e7c86904-aac7-4a17-a895-99a54c430d80,OBIS
NEFSC Benthic Database (OBIS-USA) - 1meter nat. dredge,Steven Fromm,NA,https://obis.org/dataset/e7c86904-aac7-4a17-a895-99a54c430d80,OBIS
NEFSC Benthic Database (OBIS-USA) - 1meter sled net,Steven Fromm,NA,https://obis.org/dataset/e7c86904-aac7-4a17-a895-99a54c430d80,OBIS
NEFSC Benthic Database (OBIS-USA) - Digby Drag,Steven Fromm,NA,https://obis.org/dataset/e7c86904-aac7-4a17-a895-99a54c430d80,OBIS
NEFSC Benthic Database (OBIS-USA) - Dip net,Steven Fromm,NA,https://obis.org/dataset/e7c86904-aac7-4a17-a895-99a54c430d80,OBIS
NEFSC Benthic Database (OBIS-USA) - Quadhog Dredge,Steven Fromm,NA,https://obis.org/dataset/e7c86904-aac7-4a17-a895-99a54c430d80,OBIS
Epibenthos and demersal fish monitoring at long-term monitoring stations in the Belgian part of the North Sea (Trawl Distance 1500m),Gert Van Hoey,NA,none,author contributed directly
Monitoring site 1000 Coastal zone research - Tidal flat survey (Infaunal animals),Nature Conservation Bureau Ministry of the Environment Centre for Biodiversity,NPO Japan Wetlands International,http://www.biodic.go.jp/moni1000/findings/data/index.html,Ministry of the Environment Biodiversity Center
A long-term monitoring database on fish and crayfish species in French rivers (Systematic point sampling-On foot),ASPE Database,Pascal Irz,https://zenodo.org/record/8099409,ASPE Database
Assemblage-level responses of phyllostomid bats to tropical forest fragmentation,Christoph Meyer,NA,None,Contributed directly by author
