title,author,journal,search,population,island,region,time.series,native.species,survey.freq,ecosystem,continent,kingdom,major.group,species.names,common.name,digitized,plot,group,longevity.yrs
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,217_Haubrocketal_GlobalChangeBiology_2022_SuppFig26.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,218_Haubrocketal_GlobalChangeBiology_2022_SuppFig27.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,219_Haubrocketal_GlobalChangeBiology_2022_SuppFig28.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,220_Haubrocketal_GlobalChangeBiology_2022_SuppFig29.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,221_Haubrocketal_GlobalChangeBiology_2022_SuppFig30.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,222_Haubrocketal_GlobalChangeBiology_2022_SuppFig31.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Germany,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,223_Haubrocketal_GlobalChangeBiology_2022_SuppFig32.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Hungary,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,224_Haubrocketal_GlobalChangeBiology_2022_SuppFig33.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Luxemburg,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,225_Haubrocketal_GlobalChangeBiology_2022_SuppFig34.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Netherlands,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,226_Haubrocketal_GlobalChangeBiology_2022_SuppFig35.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,227_Haubrocketal_GlobalChangeBiology_2022_SuppFig36.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,228_Haubrocketal_GlobalChangeBiology_2022_SuppFig37.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,229_Haubrocketal_GlobalChangeBiology_2022_SuppFig38.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,230_Haubrocketal_GlobalChangeBiology_2022_SuppFig39.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,231_Haubrocketal_GlobalChangeBiology_2022_SuppFig40.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,232_Haubrocketal_GlobalChangeBiology_2022_SuppFig41.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,233_Haubrocketal_GlobalChangeBiology_2022_SuppFig42.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,234_Haubrocketal_GlobalChangeBiology_2022_SuppFig43.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,235_Haubrocketal_GlobalChangeBiology_2022_SuppFig44.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,236_Haubrocketal_GlobalChangeBiology_2022_SuppFig45.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,237_Haubrocketal_GlobalChangeBiology_2022_SuppFig46.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,238_Haubrocketal_GlobalChangeBiology_2022_SuppFig47.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,239_Haubrocketal_GlobalChangeBiology_2022_SuppFig48.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,240_Haubrocketal_GlobalChangeBiology_2022_SuppFig49.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,241_Haubrocketal_GlobalChangeBiology_2022_SuppFig50.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,242_Haubrocketal_GlobalChangeBiology_2022_SuppFig51.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,243_Haubrocketal_GlobalChangeBiology_2022_SuppFig52.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,244_Haubrocketal_GlobalChangeBiology_2022_SuppFig53.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,245_Haubrocketal_GlobalChangeBiology_2022_SuppFig54.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,246_Haubrocketal_GlobalChangeBiology_2022_SuppFig55.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,247_Haubrocketal_GlobalChangeBiology_2022_SuppFig56.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,248_Haubrocketal_GlobalChangeBiology_2022_SuppFig57.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,249_Haubrocketal_GlobalChangeBiology_2022_SuppFig58.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Germany,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,250_Haubrocketal_GlobalChangeBiology_2022_SuppFig59.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Germany,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,251_Haubrocketal_GlobalChangeBiology_2022_SuppFig60.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Germany,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,252_Haubrocketal_GlobalChangeBiology_2022_SuppFig61.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Luxemburg,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,253_Haubrocketal_GlobalChangeBiology_2022_SuppFig62.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,254_Haubrocketal_GlobalChangeBiology_2022_SuppFig63.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,255_Haubrocketal_GlobalChangeBiology_2022_SuppFig64.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,256_Haubrocketal_GlobalChangeBiology_2022_SuppFig65.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,257_Haubrocketal_GlobalChangeBiology_2022_SuppFig66.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,258_Haubrocketal_GlobalChangeBiology_2022_SuppFig67.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,259_Haubrocketal_GlobalChangeBiology_2022_SuppFig68.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,260_Haubrocketal_GlobalChangeBiology_2022_SuppFig69.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,261_Haubrocketal_GlobalChangeBiology_2022_SuppFig70.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,262_Haubrocketal_GlobalChangeBiology_2022_SuppFig71.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,263_Haubrocketal_GlobalChangeBiology_2022_SuppFig72.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,264_Haubrocketal_GlobalChangeBiology_2022_SuppFig73.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,265_Haubrocketal_GlobalChangeBiology_2022_SuppFig74.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Luxemburg,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,266_Haubrocketal_GlobalChangeBiology_2022_SuppFig75.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Netherlands,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,267_Haubrocketal_GlobalChangeBiology_2022_SuppFig76.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Netherlands,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,268_Haubrocketal_GlobalChangeBiology_2022_SuppFig77.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Netherlands,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,269_Haubrocketal_GlobalChangeBiology_2022_SuppFig78.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,270_Haubrocketal_GlobalChangeBiology_2022_SuppFig79.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,271_Haubrocketal_GlobalChangeBiology_2022_SuppFig80.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,272_Haubrocketal_GlobalChangeBiology_2022_SuppFig81.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,273_Haubrocketal_GlobalChangeBiology_2022_SuppFig82.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,274_Haubrocketal_GlobalChangeBiology_2022_SuppFig83.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,275_Haubrocketal_GlobalChangeBiology_2022_SuppFig84.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,276_Haubrocketal_GlobalChangeBiology_2022_SuppFig85.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Germany,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,277_Haubrocketal_GlobalChangeBiology_2022_SuppFig86.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Germany,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,278_Haubrocketal_GlobalChangeBiology_2022_SuppFig87.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Hungary,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,279_Haubrocketal_GlobalChangeBiology_2022_SuppFig88.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,280_Haubrocketal_GlobalChangeBiology_2022_SuppFig89.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,281_Haubrocketal_GlobalChangeBiology_2022_SuppFig90.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,282_Haubrocketal_GlobalChangeBiology_2022_SuppFig91.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,283_Haubrocketal_GlobalChangeBiology_2022_SuppFig92.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,UK,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,284_Haubrocketal_GlobalChangeBiology_2022_SuppFig93.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,UK,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,285_Haubrocketal_GlobalChangeBiology_2022_SuppFig94.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,UK,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,286_Haubrocketal_GlobalChangeBiology_2022_SuppFig95.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,287_Haubrocketal_GlobalChangeBiology_2022_SuppFig96.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,288_Haubrocketal_GlobalChangeBiology_2022_SuppFig97.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Germany,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,289_Haubrocketal_GlobalChangeBiology_2022_SuppFig98.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Netherlands,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,290_Haubrocketal_GlobalChangeBiology_2022_SuppFig99.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,291_Haubrocketal_GlobalChangeBiology_2022_SuppFig100.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,292_Haubrocketal_GlobalChangeBiology_2022_SuppFig101.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,293_Haubrocketal_GlobalChangeBiology_2022_SuppFig102.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Spain,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,294_Haubrocketal_GlobalChangeBiology_2022_SuppFig103.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,UK,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,295_Haubrocketal_GlobalChangeBiology_2022_SuppFig104.jpg,1,0.583333333
Invasion impacts and dynamics of a European-wide introduced species,(Haubrock et al. 2022),GLOBAL CHANGE BIOLOGY,Web of Science,Y,N,Denmark,Y,N,yearly,Freshwater,Europe,Animalia,Gastropoda,Potamopyrgus antipodarum,New Zealand Mudsnail,Y,296_Haubrocketal_GlobalChangeBiology_2022_SuppFig105.jpg,1,0.583333333
